"Text","Language"
"[53] Entro la fine di dicembre 2016, Wikipedia era al quinto posto tra i siti web più popolari a livello globale.
[54] Nel gennaio 2013, 274301 Wikipedia, un asteroide, prese il nome da Wikipedia; nell'ottobre 2014, Wikipedia è stata premiata con il Wikipedia Monument; e, nel luglio 2015, 106 dei 7.473 volumi da 700 pagine di Wikipedia sono diventati disponibili come Print Wikipedia.
Nell'aprile 2019, un lander lunare israeliano, Beresheet, si è schiantato sulla superficie della Luna trasportando una copia di quasi tutta la Wikipedia in inglese incisa su sottili lastre di nichel; gli esperti dicono che le lastre probabilmente sono sopravvissute allo schianto.
[55][56] Nel giugno 2019, gli scienziati hanno riferito che tutti i 16 GB di testo dell'articolo della Wikipedia in inglese sono stati codificati in DNA sintetico.
[57] A differenza delle enciclopedie tradizionali, Wikipedia segue il principio della procrastinazione[nota 3] per quanto riguarda la sicurezza del suo contenuto.
[60] È iniziato quasi del tutto aperto: chiunque poteva creare articoli e qualsiasi articolo di Wikipedia poteva essere modificato da qualsiasi lettore, anche da quelli che non avevano un account Wikipedia.
Le modifiche a tutti gli articoli saranno pubblicate immediatamente.
Di conseguenza, qualsiasi articolo potrebbe contenere imprecisioni come errori, pregiudizi ideologici e testo privo di senso o irrilevante.
A causa della crescente popolarità di Wikipedia, alcune edizioni, inclusa la versione inglese, hanno introdotto restrizioni di modifica per alcuni casi.
Ad esempio, sulla Wikipedia inglese e su alcune edizioni in altre lingue, solo gli utenti registrati possono creare un nuovo articolo.
[61] Sulla Wikipedia inglese, tra le altre, pagine particolarmente controverse, sensibili o soggette ad atti di vandalismo sono state protette a vari livelli.
[62][63] Un articolo frequentemente vandalizzato può essere semi-protetto o protetto con conferma estesa, il che significa che solo gli editor confermati automaticamente o con conferma estesa sono in grado di modificarlo.
[64] Un articolo particolarmente controverso può essere bloccato in modo che solo gli amministratori possano apportare modifiche.
[65] Un articolo del 2021 sulla Columbia Journalism Review ha identificato le politiche di protezione delle pagine di Wikipedia come [p] forse il mezzo più importante"" a disposizione di Wikipedia per ""regolamentare il suo mercato delle idee"".","Italinian"
"[66] In alcuni casi","Italinian"
"Ad esempio","Italinian"
"A seguito di lunghe prove e discussioni della comunità","Italinian"
"[68] In base a questo sistema","Italinian"
"[69] Sebbene le modifiche non vengano riviste sistematicamente","Italinian"
"La pagina ""Cronologia"" di ciascun articolo si collega a ciascuna revisione.","Italinian"
"[nota 4][70] Sulla maggior parte degli articoli","Italinian"
"Chiunque può visualizzare le ultime modifiche agli articoli e chiunque può mantenere una ""lista di controllo"" degli articoli che lo interessano in modo da poter essere avvisati di eventuali modifiche.","Italinian"
"Nuove pagine pattuglia è un processo in base al quale gli articoli appena creati vengono controllati per problemi evidenti.","Italinian"
"[71] Nel 2003","Italinian"
"[72] Qualsiasi cambiamento o modifica che manipoli il contenuto in un modo che compromette intenzionalmente l'integrità di Wikipedia è considerato vandalismo.","Italinian"
"I tipi più comuni ed evidenti di vandalismo includono aggiunte di oscenità e umorismo volgare.","Italinian"
"Il vandalismo può includere anche pubblicità e altri tipi di spam.","Italinian"
"[73] A volte gli editor commettono atti di vandalismo rimuovendo il contenuto o oscurando completamente una determinata pagina.","Italinian"
"Tipi meno comuni di vandalismo","Italinian"
"I vandali possono introdurre una formattazione irrilevante","Italinian"
"[77] Nell'incidente della biografia di Seigenthaler","Italinian"
"Seigenthaler è stato falsamente presentato come un sospetto nell'assassinio di John F.","Italinian"
"Kennedy.","Italinian"
"[77] L'articolo è rimasto non corretto per quattro mesi.","Italinian"
"[77] Seigenthaler","Italinian"
"Wales ha risposto di no","Italinian"
"[78][79] Dopo l'incidente","Italinian"
"[77] Questo incidente ha portato a cambiamenti politici su Wikipedia","Italinian"
"[80] Nel 2010","Italinian"
"In un episodio successivo","Italinian"
"[81] [82] I wikipediani hanno spesso controversie sui contenuti","Italinian"
"[83][84] Il processo è ampiamente visto come uno scenario che consuma risorse in cui non viene aggiunta alcuna conoscenza utile.","Italinian"
"[85] Questa pratica è anche criticata perché crea una cultura dell'editing competitiva","Italinian"
"Gruppi di interesse speciale si sono impegnati in guerre di modifica per promuovere i propri interessi politici.","Italinian"
"Il contenuto di Wikipedia è soggetto alle leggi (in particolare","Italinian"
"Al di là delle questioni legali","Italinian"
"Anche queste regole sono memorizzate in formato wiki e gli editori di Wikipedia scrivono e rivedono le politiche e le linee guida del sito web.","Italinian"
"[89] Gli editori possono far rispettare queste regole cancellando o modificando il materiale non conforme.","Italinian"
"Originariamente","Italinian"
"Da allora si sono discostati in una certa misura.","Italinian"
"[67] Secondo le regole della Wikipedia inglese","Italinian"
"[90] Un argomento dovrebbe anche soddisfare gli standard di ""notabilità"" di Wikipedia","Italinian"
"Inoltre","Italinian"
"[92] Non deve presentare ricerche originali.","Italinian"
"Un'affermazione che potrebbe essere contestata richiede un riferimento a una fonte affidabile.","Italinian"
"Tra gli editori di Wikipedia","Italinian"
"[93] Questo a volte può portare alla rimozione di informazioni che","Italinian"
"[94] Infine","Italinian"
"[95] Tutte le opinioni ei punti di vista","Italinian"
"Questo è noto come punto di vista neutrale (NPOV).","Italinian"
"L'anarchia iniziale di Wikipedia ha integrato nel tempo elementi democratici e gerarchici.","Italinian"
"[96][97] Un articolo non è considerato di proprietà del suo creatore o di qualsiasi altro editore","Italinian"
"[98] Gli editor in regola nella comunità possono candidarsi per uno dei tanti livelli di amministrazione volontaria: questo inizia con ""amministratore""","Italinian"
"Nonostante il nome","Italinian"
"[101][102] Meno redattori diventano amministratori rispetto agli anni passati","Italinian"
"[103] I burocrati nominano i nuovi amministratori esclusivamente in base alle raccomandazioni della comunità.","Italinian"
"Nel corso del tempo","Italinian"
"Per determinare il consenso della comunità","Italinian"
"Il Collegio Arbitrale presiede il processo di risoluzione finale delle controversie.","Italinian"
"Sebbene le controversie di solito nascano da un disaccordo tra due punti di vista opposti su come dovrebbe essere letto un articolo","Italinian"
"Le analisi statistiche suggeriscono che il comitato ignori il contenuto delle controversie e si concentri piuttosto sul modo in cui le controversie vengono condotte","Italinian"
"Pertanto","Italinian"
"I suoi rimedi includono cautele e probazioni (utilizzate nel 63% dei casi) e il divieto agli editori di articoli (43%)","Italinian"
"I divieti completi da Wikipedia sono generalmente limitati a casi di impersonificazione e comportamento antisociale.","Italinian"
"Quando la condotta non è impersonificazione o antisociale","Italinian"
"[105] Ogni articolo e ogni utente di Wikipedia ha una pagina ""Talk"" associata.","Italinian"
"Questi costituiscono il principale canale di comunicazione per gli editori per discutere","Italinian"
"[106] La comunità di Wikipedia è stata descritta come una setta","Italinian"
"[108] La preferenza del progetto per la coesione","Italinian"
"[109] I wikipediani a volte si premiano l'un l'altro con fienili virtuali per un buon lavoro.","Italinian"
"Questi segni di apprezzamento personalizzati rivelano un'ampia gamma di lavori apprezzati che vanno ben oltre il semplice editing per includere supporto sociale","Italinian"
"[110] Wikipedia non richiede che i suoi redattori e contributori forniscano l'identificazione.","Italinian"
"[111] Man mano che Wikipedia cresceva","Italinian"
"è diventata una delle domande più frequenti sul progetto.","Italinian"
"[112] Jimmy Wales una volta ha sostenuto che solo ""una comunità ... un gruppo dedicato di poche centinaia di volontari"" fornisce la maggior parte dei contributi a Wikipedia e che il progetto è quindi ""molto simile a qualsiasi organizzazione tradizionale"".","Italinian"
"[113] Nel 2008","Italinian"
"[114] Questo metodo di valutazione dei contributi è stato successivamente contestato da Aaron Swartz, il quale ha notato che diversi articoli da lui campionati avevano ampie porzioni del loro contenuto (misurato in base al numero di caratteri) fornito da utenti con un basso numero di modifiche.
[115] La Wikipedia inglese ha 6.238.672 articoli, 40.838.998 editori registrati e 141.020 editori attivi.
Un editor è considerato attivo se ha apportato una o più modifiche negli ultimi 30 giorni.
Gli editori che non rispettano i rituali culturali di Wikipedia, come la firma dei commenti nelle pagine di discussione, possono implicitamente segnalare di essere estranei a Wikipedia, aumentando le probabilità che gli addetti ai lavori di Wikipedia possano prendere di mira o scartare i loro contributi.
Diventare un insider di Wikipedia comporta costi non banali: ci si aspetta che il contributore apprenda i codici tecnologici specifici di Wikipedia, si sottoponga a un processo di risoluzione delle controversie a volte contorto e apprenda una cultura sconcertante ricca di battute e riferimenti interni"".","Italinian"
"[116] Gli editori che non effettuano il login sono in un certo senso cittadini di seconda classe su Wikipedia","Italinian"
"Uno studio del 2007 condotto da ricercatori del Dartmouth College ha rilevato che ""i contributori anonimi e poco frequenti a Wikipedia [...] sono una fonte di conoscenza affidabile quanto i contributori che si registrano al sito"".","Italinian"
"[118] Jimmy Wales ha dichiarato nel 2009 che ""[Risulta] che oltre il 50% di tutte le modifiche viene eseguito solo dallo 0","Italinian"
"[113] Tuttavia, l'editore e giornalista di Business Insider Henry Blodget ha mostrato nel 2009 che in un campione casuale di articoli, la maggior parte dei contenuti di Wikipedia (misurata dalla quantità di testo che ha contribuito sopravvivendo all'ultima modifica campionata) è stata creata da estranei"" ","Italinian"
"[113] Uno studio del 2008 ha rilevato che i wikipediani erano meno disponibili","Italinian"
"[121] Secondo uno studio del 2009","Italinian"
"[122] Diversi studi hanno dimostrato che la maggior parte dei contributori di Wikipedia sono maschi.","Italinian"
"In particolare","Italinian"
"[123] Per questo motivo","Italinian"
"Allo stesso modo","Italinian"
"[124] Andrew Lih","Italinian"
"[125] I dati hanno dimostrato che gli africani sono sottorappresentati tra gli editori di Wikipedia.","Italinian"
"[126] Ci sono attualmente 317 edizioni linguistiche di Wikipedia (chiamate anche versioni linguistiche","Italinian"
"A partire da gennaio 2021","Italinian"
"[127] La ​​seconda e la terza Wikipedia più grande devono la loro posizione al bot di creazione di articoli Lsjbot","Italinian"
"Queste ultime sono entrambe lingue delle Filippine.","Italinian"
"Oltre alle prime sei","Italinian"
"[128][129] La più grande","Italinian"
"A partire da gennaio 2019[aggiornamento]","Italinian"
"[3] Distribuzione dei 55.727.399 articoli nelle diverse edizioni linguistiche (al 30 gennaio 2021)[130] L'unità per i numeri in barre è l'articolo.","Italinian"
"Poiché Wikipedia è basata sul Web e quindi mondiale","Italinian"
"Queste differenze possono portare ad alcuni conflitti sulle differenze di ortografia (ad es.","Italinian"
"colore contro colore)[132] o punti di vista.","Italinian"
"[133] Sebbene le varie edizioni linguistiche siano tenute a politiche globali come ""punto di vista neutrale""","Italinian"
"[134][135][136] Jimmy Wales ha descritto Wikipedia come ""uno sforzo per creare e distribuire un'enciclopedia libera della massima qualità possibile a ogni singola persona del pianeta nella propria lingua"".","Italinian"
"[137] Sebbene ogni edizione linguistica funzioni in modo più o meno indipendente","Italinian"
"Sono in parte coordinati da Meta-Wiki","Italinian"
"[138] Ad esempio","Italinian"
"[140] L'elenco riguarda i contenuti di base per argomento: biografia","Italinian"
"Non è raro che articoli fortemente legati a una particolare lingua non abbiano controparti in un'altra edizione.","Italinian"
"Ad esempio","Italinian"
"Gli articoli tradotti rappresentano solo una piccola parte degli articoli nella maggior parte delle edizioni","Italinian"
"[142] Gli articoli disponibili in più di una lingua possono offrire ""collegamenti interwiki""","Italinian"
"Uno studio pubblicato da PLOS One nel 2012 ha anche stimato la quota di contributi a diverse edizioni di Wikipedia provenienti da diverse regioni del mondo.","Italinian"
"Ha riferito che la proporzione delle modifiche apportate dal Nord America era del 51% per la Wikipedia in inglese e del 25% per la semplice Wikipedia in inglese.","Italinian"
"[141] Il 1° marzo 2014","Italinian"
"[143] Il tasso di abbandono per gli editori attivi nella Wikipedia inglese è stato citato da The Economist come sostanzialmente in contrasto con le statistiche per Wikipedia in altre lingue (Wikipedia non inglese).
The Economist reported that the number of contributors with an average of five or more edits per month was relatively constant since 2008 for Wikipedia in other languages at approximately 42,000 editors within narrow seasonal variances of about 2,000 editors up or down.
The number of active editors in English Wikipedia, by sharp comparison, was cited as peaking in 2007 at approximately 50,000 and dropping to 30,000 by the start of 2014.
Should this attrition have continued unabated at the quoted trend rate of approximately 20,000 editors lost within seven years, by 2021 there would be only 10,000 active editors on English Wikipedia.
[143] In contrast, the trend analysis published in The Economist presents Wikipedia in other languages (non-English Wikipedia) as successful in retaining their active editors on a renewable and sustained basis, with their numbers remaining relatively constant at approximately 42,000.
[143] No comment was made concerning which of the differentiated edit policy standards from Wikipedia in other languages (non-English Wikipedia) would provide a possible alternative to English Wikipedia for effectively ameliorating substantial editor attrition rates on the English-language Wikipedia.
[144] Various Wikipedians have criticized Wikipedia's large and growing regulation, which includes more than fifty policies and nearly 150,000 words as of 2014[update].
[145][146] Critics have stated that Wikipedia exhibits systemic bias.
In 2010, columnist and journalist Edwin Black described Wikipedia as being a mixture of truth","Italinian"
"[147] Articles in The Chronicle of Higher Education and The Journal of Academic Librarianship have criticized Wikipedia's Undue Weight policy","Italinian"
"[148][149][150] Journalists Oliver Kamm and Edwin Black alleged (in 2010 and 2011 respectively) that articles are dominated by the loudest and most persistent voices","Italinian"
"[147][151] A 2008 article in Education Next Journal concluded that as a resource about controversial topics","Italinian"
"[152] In 2006","Italinian"
"[153] Articles for traditional encyclopedias such as EncyclopÃ¦dia Britannica are carefully and deliberately written by experts","Italinian"
"[154] However","Italinian"
"[155] Joseph Reagle suggested that while the study reflects a topical strength of Wikipedia contributors"" in science articles","Italinian"
"[156] Others raised similar critiques.
[157] The findings by Nature were disputed by EncyclopÃ¦dia Britannica,[158][159] and in response, Nature gave a rebuttal of the points raised by Britannica.
[160] In addition to the point-for-point disagreement between these two parties, others have examined the sample size and selection method used in the Nature effort, and suggested a flawed study design"" (in Nature's manual selection of articles","Italinian"
"[161] As a consequence of the open structure","Italinian"
"[162] Concerns have been raised by PC World in 2009 regarding the lack of accountability that results from users' anonymity","Italinian"
"Economist Tyler Cowen wrote: ""If I had to guess whether Wikipedia or the median refereed journal article on economics was more likely to be true after a not so long think I would opt for Wikipedia.""","Italinian"
"He comments that some traditional sources of non-fiction suffer from systemic biases and novel results","Italinian"
"However","Italinian"
"[165] Critics argue that Wikipedia's open nature and a lack of proper sources for most of the information makes it unreliable.","Italinian"
"[166] Some commentators suggest that Wikipedia may be reliable","Italinian"
"[167] Editors of traditional reference works such as the EncyclopÃ¦dia Britannica have questioned the project's utility and status as an encyclopedia.","Italinian"
"[168] Wikipedia co-founder Jimmy Wales has claimed that Wikipedia has largely avoided the problem of ""fake news"" because the Wikipedia community regularly debates the quality of sources in articles.","Italinian"
"[169] Wikipedia's open structure inherently makes it an easy target for Internet trolls","Italinian"
"[70][171]
In response to paid advocacy editing and undisclosed editing issues, Wikipedia was reported in an article in The Wall Street Journal, to have strengthened its rules and laws against undisclosed editing.","Italinian"
"[172] The article stated that: ""Beginning Monday [from the date of the article","Italinian"
"Katherine Maher","Italinian"
"'""[172][173][174][175][176] These issues","Italinian"
"[177] A Harvard law textbook","Italinian"
"[178] Most university lecturers discourage students from citing any encyclopedia in academic work","Italinian"
"[180][181] Wales stresses that encyclopedias of any type are not usually appropriate to use as citable sources","Italinian"
"[182] Wales once (2006 or earlier) said he receives about ten emails weekly from students saying they got failing grades on papers because they cited Wikipedia","Italinian"
"[183] In February 2007","Italinian"
"[184] In June 2007","Italinian"
"In contrast","Italinian"
"[186] On March 5","Italinian"
"[187] Beck continued to detail in this article new programs of Amin Azzam at the University of San Francisco to offer medical school courses to medical students for learning to edit and improve Wikipedia articles on health-related issues, as well as internal quality control programs within Wikipedia organized by James Heilman to improve a group of 200 health-related articles of central medical importance up to Wikipedia's highest standard of articles using its Featured Article and Good Article peer-review evaluation process.
[187] In a May 7, 2014, follow-up article in The Atlantic titled Can Wikipedia Ever Be a Definitive Medical Text?","Italinian"
", Julie Beck quotes WikiProject Medicine's James Heilman as stating: Just because a reference is peer-reviewed doesn't mean it's a high-quality reference.","Italinian"
"[188] Beck added that: Wikipedia has its own peer review process before articles can be classified as 'good' or 'featured'.","Italinian"
"Heilman","Italinian"
"[188] In 2008, researchers at Carnegie Mellon University found that the quality of a Wikipedia article would suffer rather than gain from adding more writers when the article lacked appropriate explicit or implicit coordination.
[189] For instance, when contributors rewrite small portions of an entry rather than making full-length revisions, high- and low-quality content may be intermingled within an entry.
Roy Rosenzweig, a history professor, stated that American National Biography Online outperformed Wikipedia in terms of its clear and engaging prose""","Italinian"
"[190] Contrasting Wikipedia's treatment of Abraham Lincoln to that of Civil War historian James McPherson in American National Biography Online","Italinian"
"By contrast","Italinian"
"Rosenzweig also criticized the ""wafflingâ€”encouraged by the NPOV policyâ€”[which] means that it is hard to discern any overall interpretive stance in Wikipedia history"".","Italinian"
"While generally praising the article on William Clarke Quantrill","Italinian"
"[190] Other critics have made similar charges that, even if Wikipedia articles are factually accurate, they are often written in a poor, almost unreadable style.
Frequent Wikipedia critic Andrew Orlowski commented, Even when a Wikipedia entry is 100 percent factually correct","Italinian"
"[191] A study of Wikipedia articles on cancer was conducted in 2010 by Yaacov Lawrence of the Kimmel Cancer Center at Thomas Jefferson University.
The study was limited to those articles that could be found in the Physician Data Query and excluded those written at the start"" class or ""stub"" class level.","Italinian"
"Lawrence found the articles accurate but not very readable","Italinian"
"[192] The Economist argued that better-written articles tend to be more reliable: ""inelegant or ranting prose usually reflects muddled thoughts and incomplete information"".","Italinian"
"[193] Wikipedia seeks to create a summary of all human knowledge in the form of an online encyclopedia","Italinian"
"Since it has terabytes of disk space","Italinian"
"[194] The exact degree and manner of coverage on Wikipedia is under constant review by its editors","Italinian"
"[195][196] Wikipedia contains materials that some people may find objectionable","Italinian"
"The 'Wikipedia is not censored' policy has sometimes proved controversial: in 2008","Italinian"
"The presence of politically","Italinian"
"A 2008 study conducted by researchers at Carnegie Mellon University and Palo Alto Research Center gave a distribution of topics as well as growth (from July 2006 to January 2008) in each field:[199] These numbers refer only to the number of articles: it is possible for one topic to contain a large number of short articles and another to contain a small number of large ones.","Italinian"
"Through its ""Wikipedia Loves Libraries"" program","Italinian"
"[200] A 2011 study conducted by researchers at the University of Minnesota indicated that male and female editors focus on different coverage topics.","Italinian"
"There was a greater concentration of females in the People and Arts category","Italinian"
"[201] Research conducted by Mark Graham of the Oxford Internet Institute in 2009 indicated that the geographic distribution of article topics is highly uneven.","Italinian"
"Africa is the most underrepresented.","Italinian"
"[202] Across 30 language editions of Wikipedia","Italinian"
"[203] An editorial in The Guardian in 2014 claimed that more effort went into providing references for a list of female porn actors than a list of women writers.","Italinian"
"[204] Data has also shown that Africa-related material often faces omission","Italinian"
"Nel 2011","Italinian"
"[42] Il saggio del 22 ottobre 2013 di Tom Simonite nella rivista Technology Review del MIT intitolato ""The Decline of Wikipedia"" ha discusso l'effetto del pregiudizio sistemico e dello scorrimento delle politiche sulla tendenza al ribasso del numero di editori.","Italinian"
"[43] Il pregiudizio sistemico su Wikipedia può seguire quello della cultura in generale","Italinian"
"[205] Può seguire più specificamente i pregiudizi della cultura di Internet","Italinian"
"I pregiudizi","Italinian"
"[205] Taha Yasseri dell'Università di Oxford","Italinian"
"[206][207] La ​​sua ricerca ha esaminato il comportamento lavorativo controproducente della guerra di modifica.","Italinian"
"Yasseri ha sostenuto che i semplici ripristini o le operazioni di ""annullamento"" non erano la misura più significativa del comportamento controproducente su Wikipedia e si è invece basato sulla misurazione statistica del rilevamento di ""coppie di ripristino/ripristino"" o ""coppie di modifica che si ripristinano reciprocamente"".","Italinian"
"Tale ""coppia di modifiche che si ripristinano reciprocamente"" è definita dove un editor ripristina la modifica di un altro editor che poi","Italinian"
"I risultati sono stati tabulati per diverse versioni linguistiche di Wikipedia.","Italinian"
"I tre maggiori tassi di conflitto della Wikipedia inglese appartenevano agli articoli George W. Bush","Italinian"
"[207] In confronto","Italinian"
"[207] I ricercatori della Washington University hanno sviluppato un modello statistico per misurare la distorsione sistematica nel comportamento degli utenti di Wikipedia riguardo ad argomenti controversi.","Italinian"
"Gli autori si sono concentrati sui cambiamenti comportamentali degli amministratori dell'enciclopedia dopo aver assunto l'incarico","Italinian"
"[208][209] Wikipedia è stata criticata per aver consentito informazioni sui contenuti grafici.","Italinian"
"Gli articoli che descrivono ciò che alcuni critici hanno definito contenuto discutibile (come feci","Italinian"
"Il sito include anche contenuti sessuali come immagini e video di masturbazione ed eiaculazione","Italinian"
"Ha anche fotografie non sessuali di bambini nudi.","Italinian"
"L'articolo di Wikipedia su Virgin Killer","Italinian"
"La copertina della versione originale ha causato polemiche ed è stata sostituita in alcuni paesi.","Italinian"
"Nel dicembre 2008","Italinian"
"[210] Nell'aprile 2010","Italinian"
"[211][212] Sanger in seguito ha chiarito che le immagini","Italinian"
"[213] Quella legge vieta la pornografia infantile fotografica e le immagini e i disegni dei cartoni animati di bambini che sono osceni secondo la legge americana.","Italinian"
"[213] Sanger ha anche espresso preoccupazione per l'accesso alle immagini su Wikipedia nelle scuole.","Italinian"
"[214] Il portavoce della Wikimedia Foundation Jay Walsh ha respinto con forza l'accusa di Sanger","Italinian"
"Se lo facessimo","Italinian"
"[215] A seguito della denuncia di Sanger, il Galles ha cancellato le immagini sessuali senza consultare la comunità.
Dopo che alcuni redattori che si sono offerti volontari per mantenere il sito hanno sostenuto che la decisione di eliminare era stata presa frettolosamente, Wales ha rinunciato volontariamente ad alcuni dei poteri che aveva detenuto fino a quel momento come parte del suo status di co-fondatore.
Ha scritto in un messaggio alla mailing list della Wikimedia Foundation che questa azione era nell'interesse di incoraggiare questa discussione a riguardare questioni filosofiche / di contenuto reali","Italinian"
"[216] I critici","Italinian"
"[217] Un problema di privacy nel caso di Wikipedia è il diritto di un privato cittadino a rimanere un ""privato cittadino"" piuttosto che un ""personaggio pubblico"" agli occhi della legge.","Italinian"
"[218][nota 6] È una battaglia tra il diritto all'anonimato nel cyberspazio e il diritto all'anonimato nella vita reale (""meatspace"").","Italinian"
"Un problema particolare si verifica nel caso di un individuo relativamente poco importante e per il quale esiste una pagina Wikipedia contro la sua volontà.","Italinian"
"Nel gennaio 2006","Italinian"
"Il 9 febbraio 2006","Italinian"
"[219] Wikipedia ha un ""Volunteer Response Team"" che utilizza il sistema OTRS per gestire le richieste senza dover rivelare l'identità delle parti coinvolte.","Italinian"
"Viene utilizzato","Italinian"
"[220] Wikipedia è stata descritta come la culla di una cultura del campo di battaglia di sessismo e molestie.","Italinian"
"[221][222] Gli atteggiamenti tossici percepiti e la tolleranza del linguaggio violento e offensivo sono anche ragioni addotte per il divario di genere negli editori di Wikipedia.","Italinian"
"[223] Nel 2014","Italinian"
"[221] Wikipedia è ospitata e finanziata dalla Wikimedia Foundation","Italinian"
"La fondazione fa affidamento su contributi pubblici e sovvenzioni per finanziare la sua missione.","Italinian"
"[224] Il modulo IRS 990 della fondazione del 2013 mostra entrate per $ 39","Italinian"
"[225] Nel maggio 2014","Italinian"
"[226] Il Wall Street Journal ha riferito il 1 maggio 2014 che il background informatico di Tretikov dai suoi anni all'Università della California offre a Wikipedia l'opportunità di svilupparsi in direzioni più concentrate guidate dalla sua dichiarazione di posizione spesso ripetuta che ""l'informazione","Italinian"
"[227][228] Lo stesso articolo del Wall Street Journal riportava queste direzioni di sviluppo secondo un'intervista con il portavoce Jay Walsh di Wikimedia, il quale ha affermato che Tretikov avrebbe affrontato tale questione (advocacy retribuita) come una priorità.","Italinian"
"Stiamo davvero spingendo verso una maggiore trasparenza... Stiamo rafforzando il fatto che il patrocinio a pagamento non è il benvenuto.","Italinian"
"Altre priorità sono iniziative per coinvolgere una maggiore diversità di contributori","Italinian"
"[227] In seguito all'uscita di Tretikov da Wikipedia a causa di problemi riguardanti l'uso della funzione di ""superprotezione"" adottata da alcune versioni linguistiche di Wikipedia","Italinian"
"[229] Maher ha affermato che una delle sue priorità sarebbe stata la questione delle molestie degli editori endemiche di Wikipedia come identificate dal consiglio di amministrazione di Wikipedia a dicembre.","Italinian"
"Maher ha affermato riguardo alla questione delle molestie che: ""Stabilisce la sensazione all'interno della comunità che questa sia una priorità... (e tale correzione lo richiede) deve essere più che parole.","Italinian"
"[230] Wikipedia è supportata anche da molte organizzazioni e gruppi affiliati alla Wikimedia Foundation ma gestiti in modo indipendente, chiamati affiliati al movimento Wikimedia.
Questi includono capitoli Wikimedia (che sono organizzazioni nazionali o subnazionali, come Wikimedia Deutschland e Wikimédia France), organizzazioni tematiche (come Amical Wikimedia per la comunità di lingua catalana) e gruppi di utenti.
Questi affiliati partecipano alla promozione, allo sviluppo e al finanziamento di Wikipedia.
Il funzionamento di Wikipedia dipende da MediaWiki, una piattaforma software wiki personalizzata, gratuita e open source scritta in PHP e costruita sul sistema di database MySQL.
[231] Il software incorpora funzionalità di programmazione come un linguaggio macro, variabili, un sistema di trasclusione per modelli e reindirizzamento URL.
MediaWiki è concesso in licenza sotto la GNU General Public License (GPL) ed è utilizzato da tutti i progetti Wikimedia, così come da molti altri progetti wiki.
In origine, Wikipedia girava su UseModWiki scritto in Perl da Clifford Adams (Fase I), che inizialmente richiedeva CamelCase per i collegamenti ipertestuali degli articoli; l'attuale stile a doppia parentesi è stato incorporato in seguito.
A partire dal gennaio 2002 (Fase II), Wikipedia ha iniziato a funzionare su un motore wiki PHP con un database MySQL; questo software è stato creato su misura per Wikipedia da Magnus Manske.
Il software di Fase II è stato ripetutamente modificato per soddisfare la domanda in aumento esponenziale.
Nel luglio 2002 (Fase III), Wikipedia è passata al software di terza generazione, MediaWiki, originariamente scritto da Lee Daniel Crocker.
Sono installate diverse estensioni MediaWiki[232] per estendere la funzionalità del software MediaWiki.
Nell'aprile 2005, un'estensione Lucene[233][234] è stata aggiunta alla ricerca integrata di MediaWiki e Wikipedia è passata da MySQL a Lucene per la ricerca.
Il sito attualmente utilizza Lucene Search 2.1, [235] [necessita di aggiornamento] che è scritto in Java e basato sulla libreria Lucene 2.3.
[236] Nel luglio 2013, dopo numerosi beta test, un'estensione WYSIWYG (What You See Is What You Get), VisualEditor, è stata aperta all'uso pubblico.
[237][238][239][240] È stato accolto con molti rifiuti e critiche ed è stato descritto come lento e difettoso"".","Italinian"
"[241] Successivamente la funzione è stata modificata da opt-out a opt-in.","Italinian"
"I programmi per computer chiamati bot sono stati spesso utilizzati per eseguire attività semplici e ripetitive","Italinian"
"[242][243][244] È stato riferito che un collaboratore controverso","Italinian"
"[245] Inoltre","Italinian"
"[246] Le modifiche erroneamente identificate dai bot come opera di un editor vietato possono essere ripristinate da altri editor.","Italinian"
"Un bot anti-vandalo è programmato per rilevare e annullare rapidamente il vandalismo.","Italinian"
"[243] I bot sono in grado di indicare modifiche da particolari account o intervalli di indirizzi IP","Italinian"
"[247] I bot su Wikipedia devono essere approvati prima dell'attivazione.","Italinian"
"[248] Secondo Andrew Lih","Italinian"
"[249] Wikipedia riceve tra le 25.000 e le 60.000 richieste di pagine al secondo","Italinian"
"[250][ha bisogno di aggiornamento] A partire dal 2019[aggiornamento]","Italinian"
"[251][necessità di aggiornamento] Sono disponibili ulteriori statistiche","Italinian"
"[252] Le richieste che non possono essere servite dalla cache Varnish vengono inviate ai server di bilanciamento del carico che eseguono il software Linux Virtual Server","Italinian"
"I server Web consegnano le pagine come richiesto","Italinian"
"Per aumentare ulteriormente la velocità","Italinian"
"[citazione necessaria] Wikipedia attualmente gira su cluster dedicati di server Linux (principalmente Ubuntu).","Italinian"
"[253][254][ha bisogno di aggiornamento] A dicembre 2009[aggiornamento]","Italinian"
"[255] Entro il 22 gennaio 2013","Italinian"
"[256][257] nel 2017","Italinian"
"[258] A seguito delle crescenti quantità di donazioni in entrata superiori a sette cifre nel 2013 come recentemente riportato","Italinian"
"[259] Due dei progetti recenti di tale ricerca e sviluppo interni sono stati la creazione di un editor visivo e una scheda ""Grazie"" ampiamente sottoutilizzata che sono stati sviluppati per migliorare i problemi di logoramento dell'editor","Italinian"
"[43][241] Le stime per il reinvestimento da parte delle organizzazioni industriali nella ricerca e sviluppo interno sono state studiate da Adam Jaffe","Italinian"
"[260] Al livello di contributi per Wikimedia del 2013 attualmente documentato in 45 milioni di dollari","Italinian"
"[260] Nel 2016","Italinian"
